data,id_campanha,campanha,canal,objetivo,publico,regiao,dispositivo,impressoes,cliques,leads,conversoes,novos_clientes,investimento,receita_atribuida,orcamento_diario
2025-01-16,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Centro-Oeste,Mobile,6290,225,23,4,2,936.92,3607.36,1404.35
2025-01-16,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Desktop,10843,258,24,4,3,940.62,3668.68,1114.07
2025-01-16,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,14083,430,63,18,8,815.41,12640.32,1041.39
2025-01-16,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Centro-Oeste,Mobile,17458,331,24,5,4,681.02,3404.05,965.95
2025-01-16,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Desktop,16435,341,26,5,5,718.04,4341.87,974.16
2025-01-16,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6139,40,7,1,1,377.58,3667.56,714.42
2025-01-16,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Desktop,4560,49,10,2,1,379.89,5936.98,658.89
2025-01-16,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,23740,414,15,0,0,498.42,0.0,991.12
2025-01-16,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,22348,546,28,3,3,873.0,1861.18,1349.24
2025-01-16,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,22021,2526,439,66,9,793.02,32580.81,883.2
2025-01-16,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,14055,1041,112,12,5,485.2,8300.12,627.6
2025-01-17,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,4104,294,49,9,6,847.97,7270.76,952.56
2025-01-17,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Desktop,6957,318,50,15,13,1286.19,13365.35,1404.35
2025-01-17,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,8395,178,15,1,1,659.28,911.21,1114.07
2025-01-17,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Tablet,13256,399,45,13,5,680.29,10316.0,1041.39
2025-01-17,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,22525,354,16,3,3,810.64,1761.91,965.95
2025-01-17,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,18793,302,25,5,5,577.18,3694.71,974.16
2025-01-17,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sul,Mobile,6747,58,6,1,1,540.89,3038.07,714.42
2025-01-17,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,5520,55,4,1,1,434.88,3172.43,658.89
2025-01-17,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Centro-Oeste,Mobile,29602,642,20,4,4,751.58,1708.03,991.12
2025-01-17,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Norte,Mobile,29620,820,54,6,5,1210.46,3028.0,1349.24
2025-01-17,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,16410,2061,356,33,7,634.3,18877.66,883.2
2025-01-17,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,14357,1004,132,9,4,487.54,6146.23,627.6
2025-01-18,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Desktop,2814,194,26,8,7,517.12,7573.19,952.56
2025-01-18,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Centro-Oeste,Mobile,4842,227,22,5,5,918.99,3948.15,1404.35
2025-01-18,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,6434,129,10,2,1,474.82,2022.59,1114.07
2025-01-18,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,12226,364,43,10,5,586.59,9514.59,1041.39
2025-01-18,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,14757,253,16,2,2,564.03,1076.4,965.95
2025-01-18,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sul,Mobile,14620,303,25,4,4,558.04,3099.01,974.16
2025-01-18,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,3965,38,2,0,0,383.94,0.0,714.42
2025-01-18,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,3751,35,1,0,0,272.66,0.0,658.89
2025-01-18,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,20506,391,14,2,2,446.89,1011.02,991.12
2025-01-18,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sul,Mobile,20119,560,29,5,5,897.87,2798.11,1349.24
2025-01-18,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,13544,1594,296,29,5,530.28,22245.96,883.2
2025-01-18,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Tablet,11622,1043,131,12,5,436.74,8602.93,627.6
2025-01-19,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Norte,Mobile,2527,144,24,6,5,405.34,4900.76,952.56
2025-01-19,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Mobile,4600,163,20,9,8,650.4,9409.71,1404.35
2025-01-19,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,7818,199,14,2,1,767.21,1845.4,1114.07
2025-01-19,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,15585,417,37,13,6,720.95,9966.85,1041.39
2025-01-19,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,17271,253,18,3,2,580.14,2097.88,965.95
2025-01-19,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,12851,261,14,4,3,538.94,3216.02,974.16
2025-01-19,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,4644,52,4,0,0,477.33,0.0,714.42
2025-01-19,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,4072,40,2,0,0,330.99,0.0,658.89
2025-01-19,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Desktop,19034,381,15,3,3,437.86,1746.36,991.12
2025-01-19,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Desktop,19555,510,26,3,3,699.0,1673.02,1349.24
2025-01-19,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,13389,1305,272,29,2,498.28,16474.76,883.2
2025-01-19,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,10172,733,74,5,1,376.74,3486.29,627.6
2025-01-20,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,3932,286,59,9,6,700.76,8550.65,952.56
2025-01-20,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Mobile,5279,189,21,6,5,756.18,6811.09,1404.35
2025-01-20,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,9684,267,16,3,2,902.19,2840.08,1114.07
2025-01-20,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,15589,484,55,12,5,805.68,8559.86,1041.39
2025-01-20,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,20417,335,22,5,4,735.73,4070.81,965.95
2025-01-20,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,18848,400,40,10,8,873.13,6300.29,974.16
2025-01-20,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,6340,71,6,1,1,666.77,3274.84,714.42
2025-01-20,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,5792,89,18,2,2,725.14,4056.0,658.89
2025-01-20,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,33514,807,24,5,5,946.7,2096.14,991.12
2025-01-20,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,24466,751,45,8,7,1262.06,4760.23,1349.24
2025-01-20,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,21329,2744,424,66,3,800.98,32736.6,883.2
2025-01-20,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,14150,1041,100,5,2,487.1,2939.01,627.6
2025-01-21,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,4652,314,64,18,10,939.0,14886.32,952.56
2025-01-21,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Norte,Mobile,5798,261,31,13,9,1115.84,10945.29,1404.35
2025-01-21,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,9500,239,22,7,5,900.69,6921.24,1114.07
2025-01-21,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Desktop,16129,450,72,14,4,866.54,8819.0,1041.39
2025-01-21,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,18736,303,23,5,5,641.54,4144.23,965.95
2025-01-21,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,17290,336,28,6,5,720.57,4564.79,974.16
2025-01-21,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6671,73,8,0,0,678.58,0.0,714.42
2025-01-21,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Desktop,4598,43,6,0,0,353.36,0.0,658.89
2025-01-21,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,31991,697,26,2,2,748.23,883.12,991.12
2025-01-21,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,22568,543,23,2,1,797.34,1060.57,1349.24
2025-01-21,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,22560,2631,452,37,2,814.3,20192.95,883.2
2025-01-21,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,15750,1292,141,9,5,544.2,4492.8,627.6
2025-01-22,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,4111,265,40,13,9,776.48,10129.77,952.56
2025-01-22,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Mobile,6153,250,21,3,2,981.11,2293.2,1404.35
2025-01-22,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,11528,304,27,2,1,1048.12,1944.14,1114.07
2025-01-22,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Centro-Oeste,Desktop,16615,433,55,7,3,686.11,5209.96,1041.39
2025-01-22,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,15460,263,21,6,5,584.8,4085.4,965.95
2025-01-22,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sul,Desktop,14654,285,37,6,4,611.26,4187.78,974.16
2025-01-22,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,5787,73,6,1,1,719.61,2879.98,714.42
2025-01-22,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,3854,41,11,1,0,319.03,2968.93,658.89
2025-01-22,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,33698,687,26,3,3,712.03,1243.42,991.12
2025-01-22,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,27430,757,43,2,2,1223.47,1207.94,1349.24
2025-01-22,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,19780,2427,402,49,5,738.3,29446.28,883.2
2025-01-22,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Centro-Oeste,Mobile,16555,1341,182,16,7,565.2,10993.34,627.6
2025-01-23,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,3252,181,22,6,5,474.36,4114.48,952.56
2025-01-23,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,5514,264,24,7,6,1093.43,7820.31,1404.35
2025-01-23,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Desktop,9780,218,19,5,3,718.03,4155.68,1114.07
2025-01-23,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Mobile,16537,465,57,17,9,859.83,11302.9,1041.39
2025-01-23,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Desktop,24184,401,29,5,4,742.49,4265.74,965.95
2025-01-23,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Norte,Desktop,21544,365,33,3,1,845.79,2065.28,974.16
2025-01-23,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Mobile,7483,61,4,1,1,615.34,3864.12,714.42
2025-01-23,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Mobile,5307,69,16,0,0,613.12,0.0,658.89
2025-01-23,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,26252,469,13,2,2,537.89,887.59,991.12
2025-01-23,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,24836,752,52,3,3,1224.19,1963.11,1349.24
2025-01-23,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,23453,3107,565,65,5,879.76,49180.17,883.2
2025-01-23,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Desktop,13903,1061,139,7,6,484.16,4511.41,627.6
2025-01-24,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,3763,273,49,16,9,820.49,17467.71,952.56
2025-01-24,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Desktop,6515,291,27,5,4,1109.38,4955.86,1404.35
2025-01-24,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,9398,303,23,4,3,1083.91,3854.27,1114.07
2025-01-24,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Tablet,15536,475,34,11,7,758.04,8645.19,1041.39
2025-01-24,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,24189,322,18,3,3,681.37,2620.61,965.95
2025-01-24,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,17831,403,51,19,16,805.4,11072.24,974.16
2025-01-24,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,6412,66,6,1,1,621.86,2496.0,714.42
2025-01-24,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,5859,93,10,0,0,824.02,0.0,658.89
2025-01-24,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,35092,751,26,4,4,818.01,1849.76,991.12
2025-01-24,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sul,Mobile,26277,664,27,5,4,1065.5,2449.5,1349.24
2025-01-24,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,19266,2286,346,45,4,713.92,21411.0,883.2
2025-01-24,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,13642,1021,113,10,3,474.94,6747.54,627.6
2025-01-25,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Desktop,2649,252,41,14,7,704.84,12298.58,952.56
2025-01-25,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,4989,185,18,3,2,738.75,3329.09,1404.35
2025-01-25,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,8957,248,17,5,3,820.66,3980.15,1114.07
2025-01-25,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,11775,382,39,15,6,698.07,8424.0,1041.39
2025-01-25,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,22433,426,45,8,7,889.67,6608.96,965.95
2025-01-25,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Norte,Desktop,15954,374,31,5,5,742.57,3388.13,974.16
2025-01-25,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sul,Mobile,3349,23,2,0,0,230.18,0.0,714.42
2025-01-25,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,4118,51,4,0,0,380.06,0.0,658.89
2025-01-25,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Desktop,23600,539,24,0,0,560.92,0.0,991.12
2025-01-25,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,18617,490,28,3,2,657.08,1500.4,1349.24
2025-01-25,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Desktop,14711,1869,432,54,8,581.12,34314.99,883.2
2025-01-25,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Centro-Oeste,Mobile,11590,1003,84,8,3,432.1,4803.69,627.6
2025-01-26,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Desktop,3724,258,34,12,6,695.66,12292.96,952.56
2025-01-26,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Desktop,4751,172,16,5,3,719.77,3822.0,1404.35
2025-01-26,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,7590,217,10,2,2,817.69,1627.35,1114.07
2025-01-26,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Desktop,14134,426,39,18,12,837.75,13722.32,1041.39
2025-01-26,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Centro-Oeste,Desktop,19932,271,7,2,2,600.0,1480.77,965.95
2025-01-26,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,17343,321,20,3,2,688.62,2318.51,974.16
2025-01-26,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Mobile,4440,42,4,1,0,387.71,3269.5,714.42
2025-01-26,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,4290,52,12,1,1,424.42,2575.84,658.89
2025-01-26,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,19973,440,14,1,1,532.85,358.8,991.12
2025-01-26,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,19705,566,29,5,4,934.15,2694.2,1349.24
2025-01-26,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Desktop,15911,1831,322,46,10,601.32,33444.1,883.2
2025-01-26,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,13325,994,128,9,3,465.9,4797.3,627.6
2025-01-27,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Centro-Oeste,Mobile,4573,288,45,11,8,750.04,7318.19,952.56
2025-01-27,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,6463,323,29,8,7,1329.68,7787.86,1404.35
2025-01-27,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,11332,279,19,3,2,976.87,2663.22,1114.07
2025-01-27,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Centro-Oeste,Desktop,17378,448,46,11,2,721.65,8805.58,1041.39
2025-01-27,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,22858,342,21,4,4,722.24,2399.94,965.95
2025-01-27,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,17301,371,43,9,7,772.88,6509.11,974.16
2025-01-27,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Mobile,6409,38,4,1,1,338.62,2950.54,714.42
2025-01-27,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,5505,59,8,0,0,484.48,0.0,658.89
2025-01-27,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Centro-Oeste,Mobile,31505,669,39,3,3,734.22,1569.62,991.12
2025-01-27,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,26517,688,38,4,3,1065.24,2110.34,1349.24
2025-01-27,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,20195,2591,490,61,2,763.0,29368.26,883.2
2025-01-27,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,16884,1242,152,14,5,561.88,9556.24,627.6
2025-01-28,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,2549,172,32,13,6,462.38,11486.04,952.56
2025-01-28,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,5397,229,19,4,3,951.1,3075.23,1404.35
2025-01-28,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,9881,281,16,2,2,1009.54,1739.93,1114.07
2025-01-28,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Mobile,13060,344,31,5,3,516.66,3234.2,1041.39
2025-01-28,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,22184,323,21,6,4,751.79,4496.64,965.95
2025-01-28,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,20980,442,42,4,3,912.2,2509.48,974.16
2025-01-28,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6317,59,4,0,0,558.45,0.0,714.42
2025-01-28,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,3986,56,8,2,2,420.25,6230.95,658.89
2025-01-28,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,30290,571,26,6,6,571.58,2767.93,991.12
2025-01-28,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,19932,570,26,3,2,861.79,1641.66,1349.24
2025-01-28,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Norte,Mobile,19179,2336,387,38,2,717.18,24807.96,883.2
2025-01-28,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,12095,921,104,7,3,434.0,4379.4,627.6
2025-01-29,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,3314,221,30,16,14,606.65,11706.55,952.56
2025-01-29,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Tablet,5733,258,29,5,4,1074.69,4264.72,1404.35
2025-01-29,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Centro-Oeste,Mobile,7163,211,20,5,5,743.64,4925.95,1114.07
2025-01-29,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,14540,399,41,11,5,594.57,7054.12,1041.39
2025-01-29,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,19242,288,18,4,4,632.71,2701.74,965.95
2025-01-29,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,20444,381,40,4,3,725.01,2884.15,974.16
2025-01-29,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6268,56,4,0,0,557.93,0.0,714.42
2025-01-29,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Desktop,4215,58,8,0,0,461.93,0.0,658.89
2025-01-29,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,32284,733,22,2,1,855.32,976.35,991.12
2025-01-29,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sul,Mobile,28704,771,43,6,5,1149.1,2928.05,1349.24
2025-01-29,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Tablet,17158,2115,374,42,6,654.66,24635.62,883.2
2025-01-29,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,14841,1320,177,18,6,528.82,11534.11,627.6
2025-01-30,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,3158,223,42,20,16,682.21,21314.09,952.56
2025-01-30,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Norte,Desktop,5886,255,22,4,4,1121.15,4199.84,1404.35
2025-01-30,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,10059,223,21,2,1,802.78,1759.6,1114.07
2025-01-30,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,15502,479,53,16,4,789.59,10911.43,1041.39
2025-01-30,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Desktop,21223,317,22,3,1,690.77,1826.71,965.95
2025-01-30,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,14610,318,26,1,0,734.63,663.96,974.16
2025-01-30,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,7917,59,8,1,1,593.5,3529.22,714.42
2025-01-30,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,4199,54,6,1,1,424.3,2028.0,658.89
2025-01-30,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,31975,663,21,2,2,834.68,998.24,991.12
2025-01-30,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Desktop,19595,392,25,6,5,629.36,3274.93,1349.24
2025-01-30,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,19596,2278,344,46,4,719.72,27306.16,883.2
2025-01-30,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Desktop,12311,987,123,13,3,444.92,9177.19,627.6
2025-01-31,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Desktop,4349,341,38,7,5,921.46,5947.13,952.56
2025-01-31,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Tablet,5967,266,26,7,7,1243.49,6203.5,1404.35
